# query_id num_block_accesses num_unique_blocks latency_us
163 1530 607 28896
164 1506 486 16732
165 1509 483 15797
166 1819 541 20353
167 2135 546 19709
168 1595 532 23689
169 1842 552 20020
170 1851 559 23968
171 1741 499 19918
172 1900 586 26727
173 1586 467 15254
174 1880 636 36864
175 1882 541 20465
176 1696 503 16041
177 1951 547 24252
178 1698 557 25191
179 1711 512 20186
180 2264 576 24073
181 2197 584 23293
182 1548 485 18974
183 1751 514 18450
184 2015 560 24005
185 2069 572 26702
186 2044 579 24605
187 2168 583 23918
188 2053 515 19652
189 1799 499 16990
190 1552 514 19824
191 1691 546 20160
192 1802 534 20939
193 1704 537 19865
194 1935 533 18783
195 1797 570 21994
196 1923 530 22676
197 1541 506 18398
198 1506 479 17073
199 2041 578 24910
200 1517 457 14733
201 1872 604 25012
202 1618 506 17615
203 1444 451 12961
204 1866 594 27035
205 2139 562 25082
206 2015 557 21394
207 1509 554 24612
208 1589 460 13964
209 1675 482 17947
210 1896 559 22468
211 1976 657 34228
212 1526 433 14075
213 1779 580 23748
214 1610 463 16386
215 1816 569 22292
216 1628 478 17607
217 1683 523 20102
218 1778 509 17366
219 1646 516 16171
220 1679 495 16451
221 1606 506 23362
222 1875 547 22280
223 1542 476 17829
224 1736 589 21455
225 1702 536 19627
226 1860 549 21765
227 1745 476 15474
228 1610 577 25287
229 1776 509 14529
230 1889 627 32493
231 1679 457 12882
232 1574 572 25881
233 1722 514 18124
234 1765 530 22014
235 1658 460 14652
236 1750 502 15104
237 1868 514 20237
238 1673 457 13651
239 1929 487 14789
240 1769 530 17149
241 1486 512 20936
242 1697 430 9264
243 1572 534 19878
244 1497 534 21798
245 1761 533 16379
246 1647 484 17291
247 1583 504 17168
248 1571 426 13028
249 1601 529 17082
250 1898 593 22740
251 1699 517 18137
252 2046 656 29240
253 1745 443 13562
254 1818 514 18689
255 1492 492 13124
256 1772 499 19926
257 1650 519 21576
258 1839 560 24143
259 1690 557 23069
260 1704 522 18183
261 1736 570 24485
262 1798 570 21996
263 1610 527 20309
264 1714 496 14302
265 1527 424 11022
266 1487 478 14922
267 1771 532 17319
268 2052 535 16489
269 1843 515 16830
270 1635 467 14462
271 2051 559 24857
272 1519 448 11783
273 1828 557 20949
274 1999 491 19007
275 1559 522 22051
276 1890 563 26686
277 1534 542 23430
278 1677 510 20613
279 1852 576 27022
280 1634 526 21394
281 1507 474 15179
282 2158 539 21848
283 1813 537 19537
284 1826 511 17179
285 1668 556 20032
286 1659 491 18683
287 1701 564 21681
288 1520 491 18697
289 1956 547 19891
290 2207 592 25042
291 1586 546 28140
292 1560 505 20740
293 2236 579 28959
294 2409 634 30401
295 1930 589 27755
296 1549 519 22453
297 1796 586 25671
298 1912 560 25276
299 1674 554 26505
300 2205 551 23390
301 1969 554 23898
302 1626 422 12725
303 1634 516 21772
304 1628 480 16512
305 1613 472 11923
306 1590 479 14066
307 1667 573 23296
308 1905 572 25892
309 2268 609 26081
310 1691 521 23300
311 1774 573 26161
312 1806 507 18944
313 1608 586 28281
314 1710 583 27505
315 2189 637 36166
316 1551 527 25329
317 1590 495 18432
318 1644 486 17047
319 2166 628 31125
320 1742 517 21457
321 1618 516 19745
322 2203 612 26177
323 1720 450 14481
324 1803 541 19350
325 1907 535 16175
326 1866 562 20997
327 2011 558 23870
328 1727 512 18045
329 1616 581 26537
330 1610 546 23046
331 1585 500 19915
332 2105 595 29110
333 1552 563 28277
334 2073 560 22542
335 2039 534 21071
336 1640 494 13195
337 1718 497 18358
338 1580 456 15805
339 1590 543 22144
340 1970 576 21034
341 1587 547 26676
342 1911 465 13708
343 1741 549 24549
344 1601 553 24717
345 1993 590 26142
346 1703 493 17254
347 2017 607 27255
348 1705 534 20085
349 1721 494 18646
350 2142 608 28896
351 1565 575 26864
352 2119 607 29398
353 1632 542 22133
354 1728 496 21014
355 1863 575 27215
356 1742 502 19335
357 1877 476 15474
358 1772 517 18436
359 1757 560 25584
360 1547 491 20077
361 1522 421 12737
362 1578 559 27653
363 1683 536 23806
364 1622 506 22969
365 1632 525 20286
366 1680 521 21594
367 1588 507 20396
368 2027 602 29753
369 2167 560 24450
370 2500 662 37585
371 2186 533 23344
372 1799 548 19984
373 2048 639 28818
374 2416 639 30479
375 1546 431 12557
376 1643 461 16166
377 2114 571 26778
378 2032 581 25427
379 1833 531 16764
380 1860 572 21715
381 2000 543 20504
382 1565 485 14102
383 1670 549 24910
384 1790 570 25645
385 1636 507 18177
386 1777 489 17374
387 1743 558 21389
388 2001 540 20310
389 2301 605 26679
390 1597 559 26027
391 2202 565 19996
392 1491 435 12561
393 1834 581 25413
394 1660 530 21329
395 1813 584 27303
396 2053 607 25906
397 1907 523 17290
398 2000 534 18731
399 1644 490 16635
400 2142 582 26394
401 2043 555 22060
402 1731 518 19480
403 2090 585 26142
404 1677 543 24383
405 1558 546 24149
406 1584 492 17290
407 1564 446 15859
408 1549 515 19767
409 1724 601 28950
410 1765 471 15210
411 1684 502 18621
412 2159 592 26768
413 1824 558 24093
414 2063 592 25776
415 1652 528 22921
416 1747 587 29337
417 2260 606 32895
418 1608 576 30471
419 2339 580 22774
420 1479 456 19650
421 1808 566 27460
422 1788 493 19168
423 1686 510 18683
424 1995 550 22352
425 1640 513 18416
426 1554 433 13060
427 1547 466 15126
428 1655 504 17041
429 1802 561 19266
430 1939 603 28466
431 1735 538 21863
432 1582 553 22228
433 2055 572 22763
434 1730 540 19995
435 1778 525 17346
436 1575 505 17756
437 1591 517 22766
438 2106 584 26127
439 1510 514 18603
440 1967 518 21546
441 1497 532 22556
442 2491 674 37735
443 1631 508 19581
444 1619 516 20430
445 1754 580 24842
446 2053 550 22998
447 1663 550 24726
448 1771 527 21260
449 1668 481 16152
450 1688 467 14397
451 1960 576 24069
452 1765 485 18390
453 1699 553 25058
454 1644 532 21420
455 1760 527 18780
456 2101 546 22383
457 2019 591 30835
458 1669 590 31417
459 1760 532 22910
460 1591 513 22218
461 1691 531 22462
462 2016 585 26744
463 1649 521 20742
464 1800 504 14231
465 1998 553 23275
466 1818 574 26679
467 1705 548 23452
468 1818 563 20900
469 1778 507 19812
470 1741 484 17279
471 1532 536 21838
472 1659 505 17910
473 1490 511 22670
474 1649 544 22786
475 1762 544 24873
476 1579 497 16047
477 1654 498 22850
478 1825 590 23813
479 1845 569 19937
480 1623 503 14747
481 1642 528 18345
482 1680 530 22650
483 1652 573 29575
484 1518 490 19828
485 1712 492 19654
486 1628 480 19552
487 1734 557 22559
488 1703 522 20952
489 2020 565 21207
490 1657 532 19384
491 1584 526 22233
492 1537 436 11756
493 1577 505 19566
494 1785 506 15685
495 1777 518 20155
496 1493 451 13700
497 2176 631 30518
498 1701 561 24510
499 1689 503 17258
500 1610 522 23277
501 1760 502 20072
502 1953 563 21105
503 1483 462 19428
504 1547 480 19221
505 1653 519 17686
506 1490 457 15486
507 1698 538 24128
508 1674 478 18531
509 1945 602 25691
510 1606 529 20725
511 1573 487 16940
512 1743 458 14221
513 1533 477 17000
514 1553 517 21365
515 2009 585 26938
516 2258 569 22904
517 1586 530 21930
518 2031 609 31462
519 2291 619 29352
520 1665 554 24672
521 1701 537 21349
522 1913 501 15726
523 1623 507 18512
524 1824 492 22100
525 1737 476 16410
526 1833 609 29535
527 1705 510 18844
528 1710 573 26368
529 1708 499 19947
530 1999 496 16784
531 2375 637 31619
532 1977 549 24680
533 2688 682 37782
534 1592 546 27184
535 1631 542 23445
536 1521 455 15949
537 1692 535 22402
538 1640 494 17677
539 1745 546 24101
540 1624 525 20535
541 1618 475 17001
542 2087 519 21055
543 1707 524 24185
544 1831 473 14689
545 1619 466 17493
546 2136 596 24286
547 1550 490 19337
548 2034 576 21919
549 1689 509 17657
550 1449 516 19654
551 1623 531 23420
552 1798 534 19534
553 1594 494 16979
554 1827 522 23856
555 1544 520 18978
556 1778 500 17853
557 1563 480 14199
558 1930 577 21610
559 2496 587 23656
560 1729 538 19235
561 1821 601 30913
562 1732 579 27265
563 1625 535 22036
564 1558 466 14989
565 1618 520 24548
566 2211 598 27417
567 1561 502 17528
568 1561 433 13123
569 1759 541 21504
570 1644 572 29459
571 1610 454 14510
572 1774 507 16462
573 1672 540 23180
574 1969 531 19665
575 1665 552 25495
576 1956 539 22883
577 1734 584 23798
578 1646 533 22552
579 1640 517 21457
580 1650 443 13303
581 1700 472 13754
582 2195 650 29382
583 1965 523 22246
584 1508 484 17907
585 2062 599 29322
586 1681 482 18982
587 1487 478 17498
588 1543 498 19581
589 1998 580 28000
590 1525 489 19949
591 1701 549 27593
592 2116 545 20763
593 1587 492 18477
594 1945 585 24882
595 1593 514 21404
596 1497 489 18510
597 2017 583 28020
598 1802 582 27711
599 1754 499 19358
600 2080 600 28757
601 1803 525 18508
602 1568 458 13458
603 1736 422 10793
604 2174 580 25800
605 2184 563 24680
606 1576 475 16894
607 1657 481 17396
608 2068 640 36004
609 1591 435 18310
610 1538 518 21773
611 1799 604 32303
612 1783 509 18441
613 1504 483 18902
614 1817 553 25014
615 1805 535 24662
616 1658 491 19355
617 1845 612 31212
618 1648 510 19332
619 1584 520 16531
620 1825 583 25122
621 2144 564 27528
622 1520 511 20305
623 1577 501 21460
624 1544 524 21808
625 1551 541 26083
626 1610 431 14631
627 1667 493 17103
628 1715 482 15216
629 1670 539 21786
630 1719 578 33267
631 1961 511 21860
632 2241 622 32874
633 1839 494 17736
634 2074 624 27746
635 2330 650 32238
636 1932 553 27167
637 1719 557 26669
638 1683 398 10656
639 1812 493 20299
640 1553 479 17912
641 2236 543 25918
642 2152 530 20846
643 1529 522 19368
644 2401 597 37410
645 1554 501 18104
646 1555 586 34048
647 1704 512 20642
648 1942 569 27496
649 1968 564 29877
650 1673 600 38624
651 1624 580 37890
652 1747 542 24304
653 1695 514 32989
654 1653 573 31457
655 1654 560 24718
656 1698 449 15958
657 1819 498 20230
658 1717 468 16738
659 1653 453 15984
660 1850 620 32535
661 1975 522 18753
662 1861 517 19141
663 2116 591 33872
664 1643 513 23523
665 1973 545 24949
666 1720 519 19467
667 1520 464 18223
668 2076 595 27634
669 1539 469 13333
670 1889 582 26531
671 1672 559 24182
672 2302 597 25043
673 1661 513 22388
674 1579 488 21545
675 1553 478 15265
676 1547 506 25044
677 1602 463 16633
678 2156 550 23909
679 1687 444 12405
680 1612 519 18817
681 1767 557 24312
682 2064 602 26728
683 1475 492 19777
684 1694 522 21861
685 2163 635 38426
686 2231 583 24058
687 1613 459 20223
688 1844 550 24160
689 2087 575 21373
690 1705 481 17480
691 1918 518 20401
692 1787 556 22726
693 1769 554 27292
694 1636 495 20854
695 1692 547 26423
696 1849 536 22568
697 1724 606 30400
698 1716 522 21011
699 1907 587 30286
700 1931 652 40079
701 1896 565 26072
702 2037 618 30718
703 2039 611 36801
704 1865 547 24315
705 1694 510 16455
706 1930 581 23611
707 1456 485 15728
708 1516 408 10998
709 1462 522 21390
710 1906 586 35431
711 1454 511 26606
712 1543 503 24587
713 1465 475 23364
714 1588 473 18462
715 1857 582 29776
716 1800 518 21761
717 1806 544 21870
718 1621 509 19285
719 1609 503 18106
720 1569 469 14647
721 1621 534 24498
722 1661 466 15000
723 1552 493 15582
724 1812 524 19918
725 1698 453 13304
726 2085 563 21383
727 1727 544 20815
728 1778 560 24518
729 1570 471 15112
730 1507 469 15451
731 1678 563 25514
732 1758 481 18231
733 1540 496 21681
734 1595 465 17862
735 2328 566 25071
736 1793 549 29608
737 1611 500 21698
738 2369 527 17879
739 2778 718 43088
740 1721 513 23145
741 1591 566 33220
742 1963 581 32651
743 1788 553 22846
744 1533 483 17694
745 1662 453 14542
746 2023 529 20389
747 1525 495 16269
748 1556 492 18257
749 2010 581 20959
750 1994 584 20960
751 1791 609 25857
752 1491 485 21572
753 1935 535 24898
754 1532 563 31822
755 1605 482 19745
756 1633 496 17308
757 1554 569 27971
758 1500 516 25190
759 1572 513 19450
760 1835 545 21164
761 1662 560 28632
762 1775 580 28083
763 1583 531 23261
764 1539 509 19760
765 2057 560 27275
766 1891 523 19953
767 1670 523 23099
768 1517 483 17256
769 1957 570 25872
770 1708 514 20617
771 1732 521 23720
772 1748 469 13354
773 1879 541 20887
774 1843 542 21017
775 1578 475 17804
776 1966 598 28724
777 1727 483 16327
778 1580 463 15236
779 1743 460 16793
780 1574 467 13341
781 1463 518 23673
782 1595 482 16503
783 1900 554 22693
784 1628 542 24630
785 1651 527 23319
786 1630 477 16882
787 2120 582 26133
788 1643 536 24434
789 1923 518 18806
790 1629 512 21818
791 1595 499 19070
792 1667 569 29624
793 1982 568 21569
794 1664 477 18896
795 1841 475 17251
796 1504 549 28432
797 1745 529 25650
798 1630 545 25592
799 2375 577 25272
800 1619 504 16601
801 1600 569 24875
802 1654 538 23080
803 1534 515 22275
804 1501 547 24629
805 1571 531 25260
806 1654 501 20139
807 1595 539 24369
808 1781 572 26545
809 1681 554 23352
810 1685 528 23260
811 2061 535 20272
812 1572 569 25070
813 1789 507 19988
814 1951 518 18759
815 1883 481 13001
816 1606 530 18188
817 1673 548 22738
818 1916 591 29411
819 1583 512 19473
820 1695 536 25008
821 2190 672 40481
822 2392 662 37482
823 1588 496 22502
824 1586 498 22026
825 1839 541 26102
826 1528 548 33109
827 1471 474 20917
828 1908 594 28204
829 1946 525 21863
830 1464 464 16654
831 1823 611 33051
832 1817 588 33152
833 1844 515 21856
834 1425 528 26737
835 1740 515 21296
836 2176 609 35587
837 1835 514 18232
838 1676 506 20582
839 1804 547 22480
840 1845 556 25094
841 1802 556 24642
842 1984 485 16347
843 1708 511 19809
844 1727 563 25874
845 1492 469 16766
846 1614 435 18653
847 1552 507 20943
848 1841 499 18122
849 1712 506 18900
850 1855 423 12897
851 1602 598 28220
852 1866 495 18580
853 1536 551 22984
854 1532 526 25525
855 2001 536 22409
856 1963 501 22367
857 1766 520 23304
858 2060 568 29254
859 2016 609 34380
860 1550 495 18756
861 2111 648 40139
862 1995 594 31847
863 1533 510 23899
864 1588 459 19326
865 2001 547 23672
866 1550 543 21902
867 1584 539 24625
868 2076 599 24814
869 1950 527 20455
870 1772 606 35718
871 1922 559 22588
872 1988 625 35998
873 1572 545 26318
874 1604 491 20041
875 1501 464 20294
876 1848 545 24379
877 1889 559 28369
878 1576 466 15313
879 1960 540 21001
880 1564 539 19172
881 1700 561 23513
882 1525 486 19645
883 1751 555 20744
884 1574 467 16682
885 1869 582 26172
886 2225 515 19360
887 2347 612 26389
888 1828 543 25215
889 1880 484 18549
890 1931 582 29183
891 1605 484 20378
892 1781 529 23322
893 1552 450 17089
894 1785 531 26593
895 2083 594 28365
896 2073 554 23111
897 1800 472 16206
898 1521 457 16881
899 1764 459 16214
900 1989 574 30088
901 1664 482 16713
902 1684 579 25462
903 1702 536 19728
904 1789 545 21992
905 1626 576 23245
906 2096 567 25247
907 1788 466 16446
908 1698 520 22729
909 1886 499 25315
910 1690 482 20812
911 1507 501 18758
912 1570 422 14994
913 1537 498 14388
914 1783 558 23588
915 1582 475 20249
916 1869 586 25304
917 1546 513 19985
918 1705 587 32810
919 1956 608 31909
920 1912 534 25263
921 1557 447 14424
922 1664 488 20189
923 1718 485 16677
924 1927 620 31202
925 1697 575 30422
926 1848 604 29917
927 1518 481 19953
928 2059 573 25338
929 1516 502 28644
930 2069 606 30884
931 1661 539 26381
932 2010 512 19424
933 1661 484 20057
934 1603 468 17571
935 1685 603 24857
936 2049 553 25712
937 1563 485 17215
938 1523 452 13870
939 1523 411 14288
940 1585 511 17160
941 1822 573 22950
942 1946 529 22198
943 1763 595 35407
944 1994 576 26457
945 1704 510 25939
946 1701 559 25270
947 1719 505 20602
948 1636 539 25802
949 1508 541 29614
950 1699 371 14363
951 1633 497 21168
952 1821 576 29900
953 1854 556 29521
954 1785 521 20867
955 1868 565 29322
956 1597 453 16960
957 1730 546 31541
958 2304 609 31372
959 1892 593 31385
960 1730 554 26012
961 1630 512 23254
962 1754 574 30968
963 1681 497 16055
964 1482 492 18336
965 1651 502 18114
966 1813 523 27370
967 2263 649 52284
968 1980 533 23131
969 1904 579 25809
970 1861 509 21362
971 2309 569 27720
972 1497 559 27199
973 1495 482 18998
974 1848 605 27336
975 2064 549 23702
976 1490 429 19954
977 1546 517 31776
978 2257 550 24069
979 1850 548 21607
980 1569 486 17033
981 2059 494 15321
982 1522 511 20738
983 1771 456 15248
984 1658 497 19737
985 2025 593 29085
986 1902 576 25790
987 1516 513 21899
988 1781 550 27661
989 1677 548 29598
990 2247 635 37330
991 1761 603 31428
992 1677 569 38634
993 1664 492 19054
994 1648 511 25761
995 1590 546 27268
996 1584 628 39753
997 1781 531 25069
998 1714 493 19639
999 2363 659 34554
